number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,house_age,years_since_renovation
3,2.01,2354,11149,1.39,1,1,3,7,1909,209,122037,52.81,-114.43,1978,13602,1,64,1040985,48,51
3,2.25,1760,7023,2.0,0,0,3,7,1760,0,122055,52.9768,-114.17,1760,7082,1,59,289200,29,29
4,1.0,1200,43560,1.0,0,0,3,5,1200,0,122035,52.5675,-114.313,1400,54450,2,60,210000,56,56
4,3.25,3440,7661,2.0,0,0,3,11,3440,0,122011,52.7729,-114.185,3580,6478,1,73,905000,18,18
3,2.04,2042,22560,1.38,1,1,3,7,1851,319,122029,52.8,-114.43,2001,11262,1,64,858078,56,59
2,0.75,1020,1350,2.0,0,0,3,7,1020,0,122054,52.8244,-114.489,1020,2007,3,80,402101,15,15
3,2.5,2810,4607,2.0,0,0,3,8,2810,0,122017,53.0035,-114.417,2540,4871,3,50,533000,20,20
6,2.25,2820,15600,1.5,0,2,5,7,1970,850,122031,52.6935,-114.552,2520,7797,3,62,543200,84,84
5,2.0,1910,4667,1.0,0,0,3,7,1010,900,122047,52.8536,-114.496,1230,2545,2,69,650000,116,116
2,1.5,1240,1331,2.0,0,0,3,7,1050,190,122054,52.8259,-114.488,1250,1431,3,73,379900,17,17
2,1.0,1030,8786,1.0,0,0,3,6,1030,0,122052,52.7114,-114.531,1480,8121,2,74,250000,68,68
3,2.25,2120,40518,1.0,0,0,3,8,2120,0,122020,52.8196,-114.199,2480,13492,2,64,530000,57,57
3,2.05,1763,10385,1.48,1,1,3,7,1912,246,122029,52.78,-114.39,1967,9605,2,65,558571,46,50
4,1.75,1640,4240,1.0,0,0,5,7,920,720,122007,52.9066,-114.558,1300,4240,2,78,635200,103,103
3,2.07,2060,19734,1.36,1,1,3,7,1807,442,122035,52.81,-114.41,2055,14195,1,65,928279,52,52
3,2.5,1530,1131,3.0,0,0,3,8,1530,0,122028,52.9293,-114.536,1530,1509,3,70,360000,15,15
3,2.5,2760,17377,2.0,0,0,3,9,2760,0,122053,52.7229,-114.378,1940,8504,3,78,545000,22,22
4,2.5,1930,7014,2.0,0,0,3,8,1930,0,122035,52.6221,-114.353,1990,7920,1,51,310000,30,30
3,2.07,2257,22451,1.52,1,1,3,7,1984,217,122036,52.78,-114.41,1905,6894,2,64,930622,48,46
3,2.1,2078,13381,1.51,1,1,3,7,1652,148,122036,52.85,-114.44,1912,12700,2,64,937093,61,46
4,1.75,1450,8891,1.5,0,0,3,7,1180,270,122056,52.708,-114.468,1450,9013,1,77,235000,62,62
3,1.88,2152,11321,1.33,1,1,3,7,1469,256,122036,52.76,-114.42,1996,10460,2,65,539135,53,46
2,2.5,1400,1262,2.0,0,0,3,8,1160,240,122034,52.7642,-114.539,1060,1524,1,72,299000,16,16
4,3.75,3070,5850,2.0,0,0,5,9,2400,670,122047,52.863,-114.473,2940,5573,3,75,1570000,97,97
3,2.0,2350,12480,1.0,0,0,3,7,1600,750,122058,52.9961,-114.452,2160,12000,1,59,430000,43,43
3,1.99,2231,16184,1.39,1,1,3,7,1734,381,122035,52.8,-114.42,1930,8808,2,65,960232,58,43
2,1.0,700,5200,1.0,0,0,5,5,700,0,122053,52.7224,-114.364,970,5200,2,64,199950,72,72
3,3.5,2710,3290,2.0,0,0,3,8,1650,1060,122012,52.7667,-114.262,2440,3290,1,73,600000,18,18
3,2.13,2212,3322,1.54,1,1,3,7,1460,246,122033,52.83,-114.36,1957,16550,1,62,980293,56,59
3,1.9,1952,18106,1.66,1,1,3,7,1852,241,122035,52.8,-114.4,1906,15824,2,63,635795,51,51
3,2.0,1680,8424,1.0,0,0,3,7,1680,0,122068,52.4269,-114.201,1990,8545,3,64,289000,31,31
3,2.5,1960,4166,1.0,0,0,4,8,980,980,122051,52.7955,-114.46,1440,7200,2,60,635000,84,84
3,1.88,2037,8983,1.48,1,1,3,7,1801,217,122026,52.8,-114.39,1984,10431,2,64,862164,61,56
3,1.0,1210,6000,1.0,0,0,3,7,1210,0,122063,52.7284,-114.414,1210,6000,3,73,235000,94,94
5,3.0,2960,15152,2.0,0,0,3,9,2960,0,122010,52.8989,-114.369,1850,9453,1,80,875000,20,20
4,2.5,2500,8540,2.0,0,0,3,9,2500,0,122011,52.8059,-114.184,2560,8475,1,61,639000,34,34
4,2.75,2170,9658,1.5,0,0,3,7,2170,0,122065,52.6041,-114.379,1490,9731,2,80,275436,58,58
3,1.98,1912,15873,1.41,1,1,3,7,1821,203,122032,52.78,-114.41,1979,13594,1,66,554064,43,49
3,2.5,1260,11877,1.0,0,0,3,7,1260,0,122025,52.6742,-113.952,1430,9790,3,63,312620,49,49
3,3.25,2170,12508,1.5,0,0,5,9,1650,520,122057,52.7965,-114.419,2720,21070,2,68,876650,96,54
3,1.0,1210,4731,1.5,0,0,3,7,1210,0,122007,52.9165,-114.587,1450,5264,1,74,285000,123,123
3,1.99,2216,11919,1.49,1,1,3,7,1655,380,122032,52.8,-114.41,2010,10876,2,63,967649,53,52
3,2.25,2640,7544,1.0,0,0,3,10,2640,0,122048,52.8524,-114.385,2650,7904,1,52,1220000,29,29
4,1.75,2020,7029,1.0,0,0,4,7,1430,590,122005,52.9283,-114.317,1780,7200,3,73,532000,45,45
3,2.08,2207,21473,1.54,1,1,3,7,1682,281,122035,52.8,-114.39,1968,14606,1,64,964749,51,50
4,3.5,3500,4000,2.0,0,0,3,10,2560,940,122047,52.858,-114.489,1910,4000,1,56,1050000,24,24
3,2.5,1190,8175,1.0,0,0,3,7,1190,0,122042,52.6856,-114.393,2230,9520,2,79,290000,38,38
3,2.0,2340,3477,1.0,0,1,5,7,1170,1170,122051,52.77,-114.457,2110,6300,2,66,560000,53,53
6,2.25,3830,11180,1.0,0,2,5,9,2440,1390,122029,52.8149,-114.303,2500,10400,3,58,887000,62,62
4,1.75,1950,13440,1.5,0,0,4,6,1950,0,122008,52.7532,-114.011,1300,7432,1,70,335000,93,93
3,2.26,1982,17050,1.64,1,1,3,7,1588,299,122033,52.81,-114.44,2023,6192,2,63,663548,45,46
3,1.95,2310,8892,1.44,1,1,3,7,1625,203,122030,52.81,-114.45,2181,9570,2,65,1020313,50,53
3,1.98,1971,9015,1.44,1,1,3,7,1595,345,122031,52.78,-114.4,2021,18774,1,63,561628,52,55
4,3.0,3370,5432,1.0,0,3,3,10,1860,1510,122007,52.9073,-114.593,2730,7380,1,69,1330000,36,36
4,2.5,2150,5000,2.0,0,0,3,8,2150,0,122006,52.9262,-114.504,2030,6380,1,70,580000,23,23
5,2.75,3030,13640,2.0,0,0,4,8,3030,0,122030,52.8486,-114.336,2500,13225,2,51,768000,44,44
4,2.5,3300,101930,2.0,0,0,4,10,3300,0,122011,52.806,-114.166,2880,213879,2,66,925000,33,33
3,2.22,2307,24413,1.48,1,1,3,7,1754,350,122026,52.78,-114.42,2133,7916,2,64,973232,58,53
3,2.23,2003,9878,1.52,1,1,3,7,1747,299,122030,52.78,-114.44,2005,17339,1,64,601760,55,56
3,1.95,2266,15702,1.48,1,1,3,7,1647,202,122032,52.81,-114.39,2075,8899,1,65,1016961,52,53
3,2.12,1963,3378,1.4,1,1,3,7,1584,362,122031,52.76,-114.44,1990,13122,2,66,513292,53,47
2,1.0,720,5750,1.0,0,0,2,6,720,0,122016,52.7835,-114.583,980,6125,1,58,310000,81,81
3,2.0,1050,18304,1.0,0,0,4,7,1050,0,122039,52.5506,-114.459,1690,15675,3,78,169100,71,71
3,2.12,2103,20356,1.42,1,1,3,7,1797,306,122032,52.82,-114.4,2083,13903,2,67,949810,53,54
3,2.13,2023,14534,1.42,1,1,3,7,1912,280,122032,52.81,-114.43,2002,18972,1,64,775935,61,47
3,2.36,2410,26667,1.48,1,1,3,7,1982,361,122033,52.77,-114.43,2025,15781,2,63,1005191,56,52
4,2.5,2990,7928,2.0,0,0,3,9,2990,0,122062,52.5439,-114.214,2810,7401,3,71,440000,13,13
2,1.0,850,54000,1.5,0,0,1,4,850,0,122018,52.5259,-114.567,1550,14440,1,80,150000,74,74
3,1.0,1800,4800,1.0,0,2,4,9,900,900,122064,52.7972,-114.562,1400,4800,1,76,625000,97,97
3,2.11,2056,20684,1.33,1,1,3,7,1954,449,122027,52.77,-114.43,1964,18208,2,64,830575,53,48
2,1.75,2320,5500,1.5,0,2,3,8,1720,600,122054,52.816,-114.482,2380,5000,2,77,700000,99,24
3,2.14,2294,11533,1.55,1,1,3,7,1697,424,122032,52.75,-114.42,1969,17796,1,66,565835,58,46
3,2.12,2061,15050,1.35,1,1,3,8,1701,295,122033,52.74,-114.4,2138,8855,1,66,522659,48,50
3,1.0,940,8512,1.0,0,0,4,7,940,0,122010,52.9302,-114.381,1060,8512,2,76,355000,57,57
4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,122051,52.7632,-114.455,3600,22124,3,52,1310000,19,19
3,2.1,2304,17952,1.55,1,1,3,7,1488,304,122030,52.81,-114.45,2092,13572,2,65,1030099,52,48
3,2.14,1967,23074,1.5,1,1,3,7,1868,332,122030,52.79,-114.41,1974,12268,1,66,582684,48,44
3,2.5,2110,1339,2.0,0,0,3,8,1410,700,122044,52.8388,-114.501,1630,2670,2,70,747450,10,10
2,1.0,810,3880,1.0,0,0,3,7,810,0,122026,52.8931,-114.555,900,4365,1,62,357950,72,72
4,3.0,2590,6160,2.0,0,0,3,8,2590,0,122015,52.7084,-114.312,2670,5600,3,66,519995,10,10
3,2.15,2108,1,1.48,1,1,3,7,1900,244,122028,52.76,-114.44,2112,6175,2,64,540623,52,57
4,3.0,3260,4500,2.0,0,0,3,9,2300,960,122061,52.8614,-114.543,2410,4995,2,70,1280000,94,10
2,1.0,1180,4900,1.0,0,0,5,6,1180,0,122012,52.7621,-114.219,1650,7121,1,50,313000,70,70
6,2.25,2770,5854,1.5,0,0,3,8,2120,650,122047,52.8766,-114.494,2300,5450,1,62,685000,103,103
3,2.05,1846,20210,1.67,1,1,3,7,1769,314,122032,52.82,-114.42,2079,6373,1,62,689070,57,53
3,2.14,2133,9039,1.31,1,1,3,7,1708,256,122035,52.8,-114.37,1899,11211,1,67,935051,47,60
3,2.27,2055,22198,1.44,1,1,3,7,1759,268,122033,52.79,-114.4,1990,19037,1,65,856080,57,47
3,1.0,980,2490,2.0,0,0,4,6,980,0,122023,52.547,-114.372,980,3154,3,60,90000,55,55
6,2.75,2980,175421,1.5,0,0,3,7,2480,500,122028,52.8984,-114.521,1470,5000,2,55,775000,108,108
3,2.05,1861,201,1.4,1,1,3,7,1577,297,122030,52.81,-114.41,2157,5423,1,63,661140,59,41
3,3.25,1710,2381,2.0,0,0,3,8,1360,350,122011,52.7777,-114.194,1420,1163,1,50,470000,21,21
5,3.25,4410,58157,2.0,0,0,4,9,2330,2080,122046,52.6695,-114.301,2460,42565,1,78,600000,23,23
2,1.5,1160,1438,2.0,0,0,3,7,1160,0,122054,52.8217,-114.485,1220,1740,1,72,340000,23,23
3,2.22,2098,11547,1.53,1,1,3,7,1711,415,122032,52.83,-114.4,1949,8586,1,64,921074,47,53
3,2.13,2192,11862,1.5,1,1,3,7,1775,343,122034,52.8,-114.39,1975,10796,2,64,960998,55,50
3,1.5,1460,11100,1.0,0,0,3,7,1460,0,122040,52.5553,-114.488,1460,11100,2,74,207000,68,68
3,1.75,1500,7475,1.0,0,0,4,8,1500,0,122018,52.5455,-114.555,1940,7475,3,67,244000,48,48
4,3.0,3600,9200,1.0,0,4,4,9,2100,1500,122029,52.8166,-114.306,2700,9775,1,65,1080000,48,48
3,1.99,2155,23374,1.55,1,1,3,7,1925,261,122034,52.84,-114.4,1880,14473,2,65,1012252,59,44
5,2.5,3050,8200,1.0,0,4,4,8,1650,1400,122027,52.7947,-114.345,2970,8792,1,71,1030000,62,62
4,2.75,4120,12500,1.0,0,4,4,8,2060,2060,122009,52.8214,-114.575,3680,5000,2,60,1250000,77,77
3,1.95,1993,14733,1.54,1,1,3,7,1678,434,122028,52.76,-114.42,1969,18468,2,66,534309,52,49
4,1.75,1790,7175,1.5,0,0,3,6,1410,380,122056,52.7263,-114.508,1790,8417,1,75,179000,124,124
2,2.25,1060,1209,2.0,0,0,3,8,940,120,122013,52.8669,-114.517,1300,1169,2,55,505000,18,18
3,2.17,2287,15940,1.49,1,1,3,7,1796,352,122033,52.79,-114.42,2004,15960,1,65,997422,54,47
3,2.18,2143,5452,1.4,1,1,3,7,1771,412,122033,52.77,-114.41,2187,10543,2,64,920211,56,50
3,1.5,1260,10350,1.0,0,0,3,7,1260,0,122029,52.8657,-114.313,1800,10350,3,78,465750,65,65
3,2.5,1320,4320,1.0,0,0,3,6,660,660,122034,52.7627,-114.537,1190,4200,2,67,366000,106,106
3,2.01,1858,16724,1.6,1,1,3,7,1917,364,122028,52.83,-114.39,2157,6924,1,64,710749,55,59
3,2.08,2270,16126,1.54,1,1,3,7,1805,263,122033,52.79,-114.4,1994,15740,1,65,970494,52,61
3,2.11,2120,15996,1.49,1,1,3,7,1661,218,122031,52.8,-114.4,2028,16267,2,63,945113,53,45
3,2.08,2274,23668,1.5,1,1,3,7,1878,368,122037,52.77,-114.41,1935,15303,2,66,960845,50,57
3,2.5,2090,8653,2.0,0,0,3,8,2090,0,122017,52.9798,-114.374,2090,6396,3,80,455000,35,35
4,3.0,3050,6179,2.0,0,0,4,9,2330,720,122047,52.8553,-114.474,3020,6505,3,77,1480000,98,98
3,1.88,2219,15116,1.52,1,1,3,7,1663,318,122026,52.8,-114.41,2183,9068,2,66,969526,47,43
3,2.03,2323,11255,1.39,1,1,3,7,1791,291,122034,52.8,-114.4,2046,16230,1,63,1013509,45,50
3,1.0,1000,223462,1.0,0,2,4,6,1000,0,122068,52.4399,-114.233,1710,105850,2,59,220000,91,91
3,2.15,2111,8335,1.59,1,1,3,7,1702,160,122030,52.76,-114.36,1983,11251,2,63,545665,49,50
2,1.0,1210,4895,1.0,0,0,3,6,710,500,122064,52.7502,-114.563,1100,6000,2,73,285000,73,73
3,2.5,2110,4038,2.0,0,0,4,8,2110,0,122035,52.6175,-114.343,2110,3727,1,50,355000,35,35
3,2.27,2080,15726,1.51,1,1,3,7,1743,335,122035,52.83,-114.41,1966,14478,1,63,932709,54,48
3,2.17,2050,6932,1.65,1,1,3,7,1795,360,122029,52.75,-114.41,2005,13055,2,63,541466,52,57
3,2.24,1995,29089,1.44,1,1,3,7,1774,188,122034,52.81,-114.39,2001,3193,2,63,707943,47,51
4,1.5,1120,5427,1.0,0,0,3,6,1120,0,122035,52.5928,-114.277,1150,5304,3,77,219900,55,10
3,1.75,2390,11242,1.0,0,0,3,7,1290,1100,122014,53.0059,-114.462,2270,9650,1,52,420000,65,65
3,2.26,2117,10134,1.48,1,1,3,7,1919,269,122034,52.76,-114.39,2108,10532,2,65,550147,49,55
3,1.0,1160,4360,1.0,0,0,4,8,1160,0,122004,52.9018,-114.481,1810,4360,2,54,501000,95,95
3,2.15,2252,7038,1.61,1,1,3,7,1878,228,122034,52.81,-114.42,2011,13880,1,64,1024001,51,49
4,2.5,3320,9380,2.0,0,3,3,10,3320,0,122027,52.7955,-114.304,2870,11779,3,75,1110000,36,36
5,2.0,2050,10200,1.0,0,0,3,6,1430,620,122043,52.6436,-114.523,1940,8625,1,73,210000,68,68
2,1.0,920,8341,1.0,0,0,3,7,920,0,122052,52.7315,-114.57,2330,9792,2,78,319950,85,85
7,4.5,4140,9066,1.0,0,0,3,7,2070,2070,122022,52.9602,-114.481,1440,1865,3,78,565000,46,46
4,2.0,1720,2410,1.0,0,0,3,7,970,750,122034,52.7552,-114.551,1160,1404,1,65,375000,94,18
3,2.25,2200,16921,2.0,0,0,3,8,2200,0,122024,52.6027,-114.241,2060,16921,3,75,410000,37,37
3,1.0,1150,19200,1.0,0,0,4,5,1150,0,122039,52.5056,-114.46,1290,19200,2,67,165000,116,116
4,2.5,2260,9696,1.0,0,0,3,9,2260,0,122019,52.873,-114.256,2400,12111,2,72,608700,41,41
3,1.0,1160,8320,1.0,0,0,4,7,1160,0,122066,52.6131,-114.478,1480,7800,1,71,201500,65,65
3,1.86,2155,2087,1.53,1,1,3,7,1616,225,122037,52.79,-114.44,2127,9928,2,63,900609,58,60
4,1.75,1300,21000,1.0,0,0,4,7,1300,0,122039,52.5367,-114.475,2120,9920,2,58,229950,55,55
3,2.28,2075,2280,1.69,1,1,3,7,1647,229,122039,52.84,-114.42,2193,2821,2,66,935307,60,50
3,1.75,1920,9306,1.0,0,0,3,7,1000,920,122039,52.5619,-114.457,1860,8458,3,54,245000,40,40
3,2.11,2116,15986,1.48,1,1,3,7,1671,344,122037,52.81,-114.42,1924,8834,1,64,949679,61,49
3,2.2,2057,6488,1.36,1,1,3,7,1647,357,122034,52.78,-114.41,1906,16286,2,65,832834,56,47
3,2.18,2211,7614,1.51,1,1,3,7,1597,234,122031,52.81,-114.42,1905,10999,2,67,990435,54,38
3,1.0,1920,6862,1.0,0,2,3,7,1120,800,122051,52.7493,-114.464,2000,6900,2,70,325000,72,72
3,2.24,2007,17152,1.56,1,1,3,7,2068,308,122028,52.78,-114.41,2080,7446,1,65,601349,51,50
3,2.06,1938,12952,1.57,1,1,3,7,1578,275,122029,52.79,-114.42,1953,17362,2,66,583362,45,50
4,2.5,2430,5499,2.0,0,0,3,8,2430,0,122035,52.6079,-114.315,2890,5190,1,52,310000,22,22
2,1.0,880,9000,1.0,0,0,3,5,880,0,122070,52.6972,-114.481,1410,10000,1,51,130000,96,96
3,2.25,1810,12000,2.0,0,0,3,7,1810,0,122040,52.5776,-114.49,1720,9916,3,58,257000,32,32
3,2.28,2110,10356,1.52,1,1,3,7,1765,392,122033,52.78,-114.41,2080,7234,1,66,840056,55,44
4,2.25,1500,5393,2.0,0,0,3,7,1500,0,122039,52.5678,-114.452,1500,5952,1,70,215000,25,25
3,2.12,1938,16470,1.68,1,1,3,7,1539,417,122031,52.73,-114.35,2166,10187,1,64,477823,61,50
3,2.5,1740,3043,2.0,0,0,3,7,1740,0,122017,52.974,-114.371,1920,2869,3,79,447000,12,12
3,2.13,1939,15249,1.38,1,1,3,7,1791,234,122032,52.82,-114.39,2282,17933,2,65,770957,52,45
3,2.5,2090,3002,2.0,0,0,3,7,1670,420,122055,52.975,-114.174,2090,3163,2,76,352000,19,19
3,2.3,1983,15715,1.53,1,1,3,7,1426,273,122032,52.8,-114.45,1993,9137,2,65,619915,55,57
2,1.5,800,2119,2.0,0,0,3,7,800,0,122034,52.784,-114.552,1020,4800,2,79,265050,16,16
2,1.5,1210,1278,2.0,0,0,3,8,1020,190,122007,52.9056,-114.565,1210,1118,1,79,414500,17,17
2,1.0,920,4095,1.0,0,0,4,6,920,0,122051,52.7784,-114.468,1460,4945,3,63,356000,110,110
4,2.25,2100,8050,2.0,0,0,3,8,2100,0,122042,52.6691,-114.383,2190,7700,3,54,283500,46,46
3,1.0,970,7275,1.0,0,0,4,7,970,0,122067,52.6306,-114.378,1750,7200,2,52,215000,54,54
3,3.0,2330,7304,1.0,0,0,3,9,1300,1030,122049,52.8282,-114.362,2330,9518,3,61,516000,53,53
3,2.05,2196,12870,1.39,1,1,3,7,1782,319,122034,52.79,-114.39,2020,11381,1,64,944514,57,50
3,2.22,1969,3863,1.5,1,1,3,7,1548,280,122029,52.77,-114.41,1867,7514,2,68,521354,56,55
3,2.2,2067,15376,1.46,1,1,3,7,1878,265,122034,52.81,-114.41,2062,7014,1,65,913891,51,55
3,2.1,2221,17393,1.5,1,1,3,7,1926,289,122028,52.78,-114.48,1939,12917,1,67,909769,55,53
3,1.5,1750,12632,1.0,0,0,4,7,1750,0,122010,52.9036,-114.366,1740,12196,1,64,475000,72,72
3,2.06,2098,8180,1.6,1,1,3,7,2085,245,122029,52.8,-114.38,1919,21148,1,65,893388,49,48
3,2.32,1931,16052,1.39,1,1,3,7,1917,286,122030,52.79,-114.38,1893,10392,2,64,574616,57,53
4,2.25,2100,9984,1.0,0,0,4,7,1290,810,122058,52.9665,-114.432,1930,10511,1,61,418800,51,51
3,2.5,1690,4584,2.0,0,0,3,7,1690,0,122045,52.9166,-114.233,1600,3164,3,64,455800,22,22
3,2.26,2105,8557,1.49,1,1,3,7,1848,238,122032,52.79,-114.4,2071,10994,2,64,869152,61,58
3,1.97,1969,12845,1.52,1,1,3,7,1700,368,122028,52.81,-114.41,1945,15183,2,65,685674,54,55
3,3.25,2640,16090,1.0,0,2,4,8,1960,680,122057,52.7674,-114.403,3690,15000,1,79,885000,48,48
3,1.75,1980,9800,1.0,0,0,3,7,1980,0,122065,52.6045,-114.414,1630,7650,3,50,306000,33,33
4,3.25,3930,10929,2.0,0,0,3,10,3930,0,122048,52.8559,-114.384,1780,9999,3,55,1880000,18,18
3,2.2,2109,15669,1.53,1,1,3,7,1589,392,122029,52.81,-114.4,1849,15047,1,66,924177,49,43
4,2.75,3430,13907,2.0,0,0,3,11,3430,0,122020,52.8179,-114.183,3250,13851,3,73,750000,29,29
2,1.0,1290,3140,2.0,0,0,3,7,1290,0,122045,52.9271,-114.216,1290,2628,2,58,305000,16,16
3,2.4,1975,14850,1.5,1,1,3,7,1647,324,122029,52.75,-114.41,2011,12316,1,65,536160,50,54
3,3.5,1970,5079,2.0,0,0,3,8,1680,290,122054,52.8116,-114.486,1940,6000,3,57,590000,17,17
4,1.5,1820,12327,1.0,0,0,4,7,1380,440,122027,52.8067,-114.334,1450,9256,3,75,365000,69,69
3,2.4,2369,20376,1.44,1,1,3,7,1799,209,122030,52.82,-114.39,2278,8526,2,64,1081806,56,49
3,1.84,2348,20274,1.56,1,1,3,7,1924,209,122032,52.83,-114.41,2010,5167,2,62,1053423,49,54
3,1.75,1530,9800,1.0,0,0,5,8,1530,0,122038,52.9955,-114.526,1660,9800,3,57,425000,66,66
4,2.25,2890,18226,3.0,1,4,3,10,2890,0,122053,52.7469,-114.399,2870,11151,2,70,1570000,40,40
3,1.75,1780,8085,1.0,0,0,3,7,1210,570,122017,52.9657,-114.387,1780,8085,3,58,477000,48,48
4,3.0,2440,9600,2.0,0,0,5,7,2440,0,122033,52.9344,-114.39,2290,9600,3,62,589000,63,63
5,3.0,2630,3149,2.0,0,0,3,8,1670,960,122053,52.7365,-114.361,2240,4825,3,67,420000,11,11
2,1.5,1630,3780,1.0,0,0,4,7,890,740,122026,52.9011,-114.593,1770,6400,2,66,448000,84,84
3,2.19,2347,14210,1.33,1,1,3,7,1663,305,122030,52.78,-114.42,1853,6623,1,65,959277,50,47
3,2.13,2233,19576,1.49,1,1,3,7,2088,262,122035,52.81,-114.42,2079,9208,2,64,1005574,55,53
3,1.93,1909,10528,1.53,1,1,3,7,1898,250,122037,52.79,-114.4,1969,12747,1,64,570273,51,51
3,2.19,2394,11677,1.41,1,1,3,7,1918,367,122032,52.82,-114.39,1998,16673,2,63,1087393,60,52
5,3.25,3240,6551,1.5,0,4,4,9,2500,740,122006,52.9092,-114.463,2740,9300,3,63,1230000,85,85
4,2.75,3590,5625,2.0,0,0,3,10,3590,0,122005,52.9259,-114.323,3590,5625,3,79,1100000,12,12
3,2.22,2186,3119,1.65,1,1,3,7,1928,346,122034,52.79,-114.4,1982,16551,2,64,941374,54,52
3,1.0,1090,10296,1.0,0,0,4,6,1090,0,122058,53.0043,-114.45,1910,10296,3,75,249000,74,74
3,1.94,2006,20558,1.49,1,1,3,7,1913,273,122032,52.77,-114.39,2182,9596,1,67,580098,53,43
3,1.75,1730,8400,1.0,0,0,4,7,1400,330,122005,52.9092,-114.305,1830,8636,3,65,522000,44,44
3,1.81,2074,21793,1.42,1,1,3,8,1676,334,122032,52.82,-114.39,1969,8873,2,62,1031690,56,45
2,1.0,800,5220,1.0,0,0,3,6,800,0,122022,52.9337,-114.51,1910,5376,1,75,250000,81,81
3,1.94,2099,7558,1.54,1,1,3,7,1843,340,122035,52.77,-114.39,2021,18069,1,64,849490,49,53
4,2.5,1950,8628,2.0,0,0,3,8,1950,0,122024,52.6117,-114.225,2210,9019,3,54,348450,30,30
3,2.13,1933,21261,1.45,1,1,3,7,1784,255,122036,52.75,-114.38,1915,12059,2,67,492299,53,46
3,1.5,1260,9570,1.0,0,0,3,7,870,390,122006,52.9304,-114.495,1620,7000,3,68,414900,83,83
3,1.75,1540,12600,1.0,0,0,4,7,1160,380,122024,52.5924,-114.221,1540,11656,2,62,272500,44,44
3,2.5,1990,4936,2.0,0,0,3,8,1990,0,122020,52.8211,-114.208,2250,4815,2,69,544900,20,20
3,2.17,1973,9603,1.61,1,1,3,7,1665,342,122038,52.83,-114.4,2133,8698,1,65,703247,54,52
4,2.5,2040,6685,2.0,0,0,3,8,2040,0,122038,52.9713,-114.544,1890,8253,1,65,500000,26,26
5,1.5,1950,9000,1.0,0,0,3,7,1130,820,122052,52.7182,-114.529,1680,9526,2,50,275000,60,60
3,2.24,2487,21137,1.44,1,1,3,7,1720,210,122028,52.81,-114.41,2017,8976,2,63,1097603,46,58
3,2.11,2309,13447,1.48,1,1,3,7,1803,159,122029,52.76,-114.43,1933,10641,2,65,557750,43,50
3,2.06,2285,15817,1.53,1,1,3,7,1923,290,122029,52.79,-114.4,2119,16119,1,64,979048,53,53
5,2.75,3260,11700,1.0,0,0,3,8,1630,1630,122029,52.8469,-114.294,2860,11700,1,63,681500,60,60
4,1.75,1720,3050,1.5,0,0,5,7,1040,680,122009,52.7954,-114.574,1570,6100,3,69,460000,95,95
3,2.75,2540,8604,2.0,0,0,3,8,2540,0,122023,52.5509,-114.375,2260,7438,2,77,359950,33,33
3,2.32,2228,12555,1.51,1,1,3,7,2086,435,122036,52.78,-114.37,1986,13505,1,64,950775,52,52
3,2.12,2122,18492,1.55,1,1,3,7,1608,353,122036,52.81,-114.39,1882,6607,2,64,941909,53,51
2,1.0,770,5160,1.0,0,0,3,6,770,0,122034,52.7604,-114.546,920,5160,2,67,265000,81,81
3,1.75,1800,18000,1.0,0,0,3,8,1200,600,122046,52.6706,-114.336,1800,18000,2,53,385000,56,56
3,2.14,2037,16747,1.58,1,1,3,7,1897,365,122035,52.8,-114.44,1872,9174,2,63,834229,54,51
3,2.06,2116,22942,1.53,1,1,3,7,2060,257,122035,52.8,-114.42,2099,16137,2,67,953187,62,50
4,2.5,2570,7859,2.0,0,0,3,8,2570,0,122024,52.6036,-114.235,2150,7284,2,73,397500,32,32
4,3.0,2480,9238,1.0,0,0,5,7,2050,430,122031,52.7001,-114.554,1820,12214,1,75,455000,111,111
3,1.75,2070,5500,1.0,0,0,4,7,1130,940,122006,52.9033,-114.491,1800,4400,2,60,645000,78,78
1,0.75,760,10079,1.0,1,4,5,5,760,0,122069,52.6983,-114.628,1230,14267,1,72,369900,88,88
3,2.5,2200,7201,2.0,0,0,3,8,2200,0,122065,52.6121,-114.397,2250,7240,3,50,302495,30,30
3,1.94,2054,19807,1.63,1,1,3,7,1870,403,122032,52.79,-114.38,2118,10582,1,62,837667,53,45
3,2.1,2182,8142,1.36,1,1,3,7,1874,406,122039,52.8,-114.42,2154,13882,2,65,959282,47,44
4,2.75,4280,12668,2.0,0,0,3,9,3900,380,122048,52.8485,-114.409,3590,12670,2,79,1900000,77,16
3,2.19,2310,12482,1.65,1,1,3,7,1776,127,122028,52.8,-114.4,2144,13070,1,65,1012652,58,56
3,2.25,2470,10290,2.0,0,0,3,8,2230,240,122046,52.6759,-114.314,1970,10150,2,56,350000,40,40
3,2.02,2071,12192,1.54,1,1,3,7,2059,182,122038,52.79,-114.39,1959,9702,2,66,836883,55,47
3,2.5,1740,1251,2.0,0,0,3,9,1180,560,122032,52.874,-114.575,1740,1625,3,69,601000,12,12
